prediction,ground_truth,diff_ops,error_ngrams
of VARiEiU AD irv AafukE. 1 NKt2 wA Tnzi Horpirnz S,"of variety and it 's a change . "" Nigel was the hospital's","[('replace', 3, 6, 3, 6), ('replace', 7, 10, 7, 10), ('replace', 11, 13, 11, 14), ('replace', 15, 17, 16, 17), ('replace', 18, 19, 18, 21), ('replace', 20, 24, 22, 30), ('replace', 26, 27, 32, 33), ('replace', 29, 32, 35, 39), ('replace', 34, 35, 41, 43), ('replace', 36, 40, 44, 47), ('replace', 41, 42, 48, 49), ('replace', 43, 44, 50, 51), ('replace', 46, 51, 53, 58)]","[(('va', 'neutral'), 1), (('ar', 'neutral'), 1), (('ri', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('et', 'neutral'), 1), (('ty', 'english-dominant'), 1), (('an', 'neutral'), 2), (('nd', 'neutral'), 1), (('it', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('ng', 'neutral'), 1), (('ig', 'neutral'), 1), (('ge', 'german-dominant'), 1), (('el', 'neutral'), 1), (('wa', 'neutral'), 1), (('as', 'neutral'), 1), (('he', 'neutral'), 1), (('ho', 'english-dominant'), 1), (('os', 'neutral'), 1), (('sp', 'neutral'), 1)]"
"Peeling, lile ( always get wrhen sone Ming","feeling , like I always get when something","[('replace', 0, 1, 0, 1), ('insert', 7, 7, 7, 8), ('replace', 11, 12, 12, 13), ('replace', 14, 15, 15, 16), ('delete', 28, 29, 29, 29), ('replace', 35, 36, 35, 36), ('replace', 37, 39, 37, 39)]","[(('fe', 'neutral'), 1), (('li', 'neutral'), 1), (('ik', 'neutral'), 1), (('wh', 'english-dominant'), 1), (('om', 'neutral'), 1), (('me', 'neutral'), 1), (('et', 'neutral'), 1), (('th', 'english-dominant'), 1), (('hi', 'english-dominant'), 1)]"
Bert Uin southerly migrahion is mot,But this southerly migration is not,"[('replace', 1, 3, 1, 2), ('replace', 5, 6, 4, 6), ('replace', 7, 8, 7, 8), ('replace', 24, 25, 24, 25), ('replace', 32, 33, 32, 33)]","[(('ut', 'neutral'), 1), (('th', 'english-dominant'), 1), (('hi', 'english-dominant'), 1), (('is', 'neutral'), 1), (('at', 'neutral'), 1), (('ti', 'neutral'), 1), (('no', 'english-dominant'), 1)]"
womenf .,a moment ... ',"[('replace', 0, 1, 0, 3), ('replace', 5, 6, 7, 8), ('insert', 8, 8, 10, 14)]","[(('me', 'neutral'), 1), (('en', 'german-dominant'), 1)]"
"t'sa very gree plach te write in, and heres","It 's a very free place to write in , and there 's","[('insert', 0, 0, 0, 1), ('insert', 1, 1, 2, 3), ('insert', 3, 3, 5, 6), ('replace', 10, 11, 13, 14), ('replace', 19, 20, 22, 23), ('replace', 22, 23, 25, 26), ('insert', 32, 32, 35, 36), ('insert', 38, 38, 42, 43), ('insert', 42, 42, 47, 49)]","[(('er', 'neutral'), 1), (('ry', 'english-dominant'), 1), (('pl', 'english-dominant'), 1), (('la', 'neutral'), 1), (('ce', 'english-dominant'), 1)]"
"Cities of Europe. One of these was the Neapolitan,","cities of Europe . One of these was the Neapolitan ,","[('replace', 0, 1, 0, 1), ('insert', 16, 16, 16, 17), ('insert', 49, 49, 50, 51)]","[(('ci', 'english-dominant'), 1), (('an', 'neutral'), 1)]"
"Ahei mision haue been discloned, bul il","their mission have been disclosed , but it","[('replace', 0, 1, 0, 1), ('insert', 4, 4, 4, 5), ('insert', 7, 7, 8, 9), ('replace', 14, 15, 16, 17), ('replace', 28, 29, 30, 31), ('insert', 31, 31, 33, 34), ('replace', 35, 36, 38, 39), ('replace', 38, 39, 41, 42)]","[(('th', 'english-dominant'), 1), (('ir', 'neutral'), 1), (('mi', 'neutral'), 1), (('ha', 'neutral'), 1), (('cl', 'english-dominant'), 1), (('lo', 'english-dominant'), 1), (('se', 'neutral'), 1), (('ut', 'neutral'), 1)]"
eintearing number ot deiseiplen among,increasing number of disciples among,"[('delete', 0, 1, 0, 0), ('replace', 3, 4, 2, 4), ('replace', 6, 7, 6, 7), ('replace', 19, 20, 19, 20), ('delete', 22, 23, 22, 22), ('replace', 25, 26, 24, 25), ('replace', 30, 31, 29, 30)]","[(('in', 'neutral'), 1), (('cr', 'english-dominant'), 1), (('re', 'neutral'), 1), (('as', 'neutral'), 1), (('si', 'neutral'), 1), (('of', 'english-dominant'), 1), (('di', 'neutral'), 1), (('is', 'neutral'), 1), (('ci', 'english-dominant'), 1), (('ip', 'neutral'), 1)]"
"DRAwN AT THE TIME, BECAusE LARGE.","DRAWN AT THE TIME , BECAUSE LARGE-","[('replace', 3, 4, 3, 4), ('insert', 17, 17, 17, 18), ('replace', 23, 25, 24, 26), ('replace', 32, 33, 33, 34)]",[]
Versey family household he nusemzid,Jersey family household the nursemaid,"[('replace', 0, 1, 0, 1), ('insert', 24, 24, 24, 25), ('insert', 29, 29, 30, 31), ('replace', 32, 33, 34, 35)]","[(('nu', 'german-dominant'), 1), (('se', 'neutral'), 1), (('em', 'neutral'), 1)]"
hnd bean supplied to pziticular prach-,had been supplied to particular practi-,"[('replace', 1, 2, 1, 2), ('replace', 6, 7, 6, 7), ('replace', 22, 24, 22, 24), ('replace', 36, 37, 36, 38)]","[(('ha', 'neutral'), 1), (('ad', 'english-dominant'), 1), (('ee', 'neutral'), 1), (('en', 'german-dominant'), 1), (('pa', 'neutral'), 1), (('ar', 'neutral'), 1), (('rt', 'neutral'), 1), (('ct', 'english-dominant'), 1), (('ti', 'neutral'), 1)]"
Aon Mad tome Nort of 6 kar Alexe. Ihst,ton had some sort of a scar there . Just,"[('replace', 0, 1, 0, 1), ('replace', 4, 5, 4, 5), ('replace', 8, 9, 8, 9), ('replace', 13, 14, 13, 14), ('replace', 21, 22, 21, 22), ('replace', 23, 24, 23, 25), ('replace', 27, 29, 28, 30), ('replace', 30, 31, 31, 32), ('insert', 32, 32, 33, 34), ('replace', 34, 36, 36, 38)]","[(('to', 'english-dominant'), 1), (('ha', 'neutral'), 1), (('so', 'neutral'), 2), (('sc', 'german-dominant'), 1), (('th', 'english-dominant'), 1), (('he', 'neutral'), 1), (('er', 'neutral'), 1), (('re', 'neutral'), 1)]"
toum centus has helped to bring custm,town centres has helped to bring custom,"[('replace', 2, 4, 2, 4), ('replace', 9, 10, 9, 11), ('insert', 36, 36, 37, 38)]","[(('ow', 'english-dominant'), 1), (('wn', 'english-dominant'), 1), (('tr', 'neutral'), 1), (('re', 'neutral'), 1), (('st', 'neutral'), 1)]"
Die auggertim Mue Ahe nich phukt hef,the suggestion that the rich should help,"[('replace', 0, 2, 0, 2), ('replace', 4, 5, 4, 5), ('replace', 9, 10, 9, 10), ('replace', 12, 13, 12, 14), ('replace', 14, 17, 15, 19), ('replace', 18, 19, 20, 21), ('replace', 22, 23, 24, 25), ('replace', 27, 28, 29, 30), ('insert', 29, 29, 31, 32), ('replace', 30, 32, 33, 35), ('replace', 35, 36, 38, 40)]","[(('th', 'english-dominant'), 2), (('he', 'neutral'), 2), (('su', 'neutral'), 1), (('es', 'neutral'), 1), (('st', 'neutral'), 1), (('io', 'neutral'), 1), (('on', 'neutral'), 1), (('ha', 'neutral'), 1), (('at', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('sh', 'english-dominant'), 1), (('ho', 'english-dominant'), 1), (('ou', 'english-dominant'), 1)]"
one word of Englich. While he was writing,one word of English . ' While he was writing,"[('replace', 17, 18, 17, 18), ('insert', 19, 19, 19, 20), ('insert', 20, 20, 21, 23)]","[(('is', 'neutral'), 1), (('sh', 'english-dominant'), 1)]"
They Hlüink there isn some tling,They think there is something,"[('replace', 5, 8, 5, 7), ('delete', 20, 21, 19, 19), ('delete', 26, 27, 24, 24), ('replace', 28, 29, 25, 26)]","[(('th', 'english-dominant'), 1), (('hi', 'english-dominant'), 2), (('in', 'neutral'), 2), (('so', 'neutral'), 1), (('ng', 'neutral'), 1)]"
Fo medigenot eyes. I won deterwined that 100.000,"to mediaeval eyes . It was determined that 100,000","[('replace', 0, 1, 0, 1), ('replace', 7, 8, 7, 8), ('replace', 9, 12, 9, 12), ('insert', 17, 17, 17, 18), ('insert', 20, 20, 21, 22), ('replace', 22, 24, 24, 26), ('replace', 30, 31, 32, 33), ('replace', 44, 45, 46, 47)]","[(('to', 'english-dominant'), 1), (('ia', 'neutral'), 1), (('ae', 'neutral'), 1), (('ev', 'neutral'), 1), (('va', 'neutral'), 1), (('al', 'neutral'), 1), (('wa', 'neutral'), 1), (('te', 'neutral'), 1), (('er', 'neutral'), 1)]"
"The Messusah, wick is nailed an Ale dooposts","The Messusah , which is nailed on the doorposts","[('insert', 12, 12, 12, 13), ('insert', 15, 15, 16, 17), ('replace', 17, 18, 19, 20), ('replace', 29, 30, 31, 32), ('replace', 32, 34, 34, 36), ('insert', 39, 39, 41, 42)]","[(('hi', 'english-dominant'), 1), (('ic', 'neutral'), 1), (('ed', 'neutral'), 1), (('on', 'neutral'), 1), (('do', 'english-dominant'), 1)]"
"E SAME MAN wENT TO SEE CA2LyLE, AND,","THE SAME MAN WENT TO SEE CARLYLE , AND ,","[('insert', 0, 0, 0, 2), ('replace', 11, 12, 13, 14), ('replace', 25, 26, 27, 28), ('replace', 27, 28, 29, 30), ('insert', 30, 30, 32, 33), ('insert', 35, 35, 38, 39)]",[]
"at koThen, near Beipzig, anking for aduice. In dang zo he","at Ko""then , near Leipzig , asking for advice . In doing so he","[('replace', 3, 4, 3, 4), ('replace', 5, 6, 5, 7), ('insert', 9, 9, 10, 11), ('replace', 16, 17, 18, 19), ('insert', 23, 23, 25, 26), ('replace', 26, 27, 29, 30), ('replace', 38, 39, 41, 42), ('insert', 42, 42, 45, 46), ('replace', 48, 49, 52, 54), ('replace', 52, 53, 57, 58)]","[(('en', 'german-dominant'), 1), (('ar', 'neutral'), 1), (('zi', 'german-dominant'), 1), (('vi', 'neutral'), 1), (('do', 'english-dominant'), 1), (('oi', 'english-dominant'), 1)]"
nited State mincipal Nato ally.,"United States' principal Nato ally . ""","[('insert', 0, 0, 0, 1), ('insert', 11, 11, 12, 14), ('replace', 12, 13, 15, 17), ('insert', 30, 30, 34, 35), ('insert', 31, 31, 36, 38)]","[(('te', 'neutral'), 1), (('es', 'neutral'), 1), (('al', 'neutral'), 1)]"
Hany men mitn any einmited accomodanon,Many men with only limited accommodation,"[('replace', 0, 1, 0, 1), ('replace', 9, 10, 9, 10), ('insert', 12, 12, 12, 15), ('replace', 13, 16, 16, 17), ('replace', 18, 19, 19, 20), ('delete', 20, 21, 21, 21), ('insert', 32, 32, 32, 33), ('replace', 35, 36, 36, 38)]","[(('wi', 'neutral'), 1), (('th', 'english-dominant'), 1), (('on', 'neutral'), 1), (('nl', 'neutral'), 1), (('li', 'neutral'), 1), (('im', 'neutral'), 1), (('mm', 'neutral'), 1), (('da', 'neutral'), 1), (('at', 'neutral'), 1)]"
The heli- hopping Duke af Edinburgnn,"The heli-hopping Duke of Edinburgh ,","[('delete', 9, 10, 9, 9), ('replace', 23, 24, 22, 23), ('replace', 34, 36, 33, 36)]","[(('ho', 'english-dominant'), 1), (('of', 'english-dominant'), 1)]"
aboue all of einemotic sense. Much of it has,above all of cinematic sense . Much of it has,"[('replace', 3, 4, 3, 4), ('replace', 13, 14, 13, 14), ('replace', 18, 19, 18, 19), ('insert', 28, 28, 28, 29)]","[(('ov', 'english-dominant'), 1), (('ve', 'neutral'), 1), (('ci', 'english-dominant'), 1), (('ma', 'neutral'), 1), (('at', 'neutral'), 1)]"
experienced in Commercial,experienced in commercial,"[('replace', 15, 16, 15, 16)]","[(('co', 'english-dominant'), 1)]"
and it is ain adievement - is to mabe rehgiows con-,and it is an achievement - is to make religious con-,"[('delete', 11, 12, 11, 11), ('replace', 15, 16, 14, 16), ('replace', 35, 36, 35, 36), ('replace', 40, 41, 40, 42), ('replace', 44, 45, 45, 46)]","[(('an', 'neutral'), 1), (('ch', 'german-dominant'), 1), (('hi', 'english-dominant'), 1), (('ak', 'neutral'), 1), (('ke', 'neutral'), 1), (('el', 'neutral'), 1), (('li', 'neutral'), 1), (('io', 'neutral'), 1), (('ou', 'english-dominant'), 1)]"
"r nzer, mleichk in afil Hmarll.","arrived , which is a great resource .","[('insert', 0, 0, 0, 1), ('insert', 1, 1, 2, 7), ('delete', 2, 6, 8, 8), ('replace', 8, 11, 10, 12), ('delete', 14, 15, 15, 15), ('replace', 17, 18, 17, 18), ('delete', 20, 23, 20, 20), ('replace', 24, 26, 21, 24), ('insert', 27, 27, 25, 27), ('replace', 28, 30, 28, 36)]","[(('ar', 'neutral'), 1), (('rr', 'neutral'), 1), (('ri', 'neutral'), 1), (('iv', 'neutral'), 1), (('ve', 'neutral'), 1), (('ed', 'neutral'), 1), (('wh', 'english-dominant'), 1), (('ch', 'german-dominant'), 1), (('is', 'neutral'), 1), (('gr', 'neutral'), 1), (('re', 'neutral'), 2), (('ea', 'english-dominant'), 1), (('at', 'neutral'), 1), (('es', 'neutral'), 1), (('so', 'neutral'), 1)]"
being a kaw unto themselves ind Opposing,being a law unto themselves and opposing,"[('replace', 8, 9, 8, 9), ('replace', 28, 29, 28, 29), ('replace', 32, 33, 32, 33)]","[(('la', 'neutral'), 1), (('an', 'neutral'), 1), (('op', 'neutral'), 1)]"
og bü taukes will be to see Ahere in uo,of his tasks will be to see there is no,"[('replace', 1, 2, 1, 2), ('replace', 3, 5, 3, 6), ('replace', 8, 9, 9, 10), ('delete', 10, 11, 11, 11), ('replace', 28, 29, 28, 29), ('insert', 35, 35, 35, 37), ('delete', 36, 38, 38, 38)]","[(('of', 'english-dominant'), 1), (('hi', 'english-dominant'), 1), (('is', 'neutral'), 2), (('ta', 'neutral'), 1), (('as', 'neutral'), 1), (('sk', 'neutral'), 1), (('ks', 'neutral'), 1), (('th', 'english-dominant'), 1), (('no', 'english-dominant'), 1)]"
"Sacts"" together and explains them, veereseuts the oral","facts "" together and explains them , represents the Oral","[('replace', 0, 1, 0, 1), ('insert', 5, 5, 5, 6), ('insert', 33, 33, 34, 35), ('replace', 35, 36, 37, 38), ('replace', 37, 38, 39, 40), ('replace', 42, 43, 44, 45), ('replace', 50, 51, 52, 53)]","[(('fa', 'neutral'), 1), (('em', 'neutral'), 1), (('re', 'neutral'), 1), (('es', 'neutral'), 1), (('se', 'neutral'), 1), (('he', 'neutral'), 1)]"
So it lets us nule it. Flor and lily-yo,So it lets us rule it . ' Flor and Lily-yo,"[('replace', 14, 15, 14, 15), ('insert', 21, 21, 21, 22), ('insert', 22, 22, 23, 25), ('replace', 32, 33, 35, 36)]","[(('ru', 'german-dominant'), 1), (('an', 'neutral'), 1), (('nd', 'neutral'), 1)]"
"States. Adwertisemenits offer eggs f European,","States . Advertisements offer eggs of European ,","[('insert', 6, 6, 6, 7), ('replace', 10, 11, 11, 12), ('delete', 20, 21, 21, 21), ('insert', 35, 35, 35, 36), ('insert', 45, 45, 46, 47)]","[(('dv', 'neutral'), 1), (('en', 'german-dominant'), 1), (('nt', 'neutral'), 1), (('an', 'neutral'), 1)]"
"problems faced by older workers, and approached","problems faced by older workers , and approached","[('insert', 31, 31, 31, 32)]",[]
This conce xt of erlavery ine Inded Britain.,This concept of slavery included Britain .,"[('replace', 10, 12, 10, 11), ('replace', 17, 19, 16, 17), ('replace', 28, 32, 26, 29), ('insert', 43, 43, 40, 41)]","[(('ep', 'neutral'), 1), (('pt', 'neutral'), 1), (('sl', 'neutral'), 1), (('la', 'neutral'), 1), (('av', 'english-dominant'), 1), (('lu', 'neutral'), 1), (('ud', 'neutral'), 1), (('de', 'german-dominant'), 1), (('ed', 'neutral'), 1)]"
and tuis geeling of queernens,and this feeling of queerness,"[('replace', 5, 6, 5, 6), ('replace', 9, 10, 9, 10), ('delete', 27, 28, 27, 27), ('insert', 29, 29, 28, 29)]","[(('th', 'english-dominant'), 1), (('hi', 'english-dominant'), 1), (('fe', 'neutral'), 1), (('es', 'neutral'), 1), (('ss', 'neutral'), 1)]"
"Market Commissien, or unheneuer the Six deide","Market Commission , or wherever the Six decide","[('replace', 15, 16, 15, 16), ('insert', 17, 17, 17, 18), ('replace', 22, 24, 23, 24), ('replace', 26, 27, 26, 27), ('replace', 28, 29, 28, 29), ('insert', 42, 42, 42, 43)]","[(('io', 'neutral'), 1), (('on', 'neutral'), 1), (('wh', 'english-dominant'), 1), (('er', 'neutral'), 1), (('re', 'neutral'), 1), (('ev', 'neutral'), 1), (('ve', 'neutral'), 1), (('ec', 'english-dominant'), 1)]"
 Phodesia and Nyasaland (ro.30q.m.).,of Rhodesia and Nyasaland ( 10.30 p.m. ) .,"[('insert', 0, 0, 0, 2), ('replace', 1, 2, 3, 4), ('replace', 25, 27, 27, 30), ('replace', 30, 31, 33, 35), ('insert', 34, 34, 38, 39), ('insert', 35, 35, 40, 41)]","[(('of', 'english-dominant'), 1)]"
part. Ihe zuid of the caut wese well chosen.,"part . The rest of the cast were well chosen ,","[('insert', 4, 4, 4, 5), ('replace', 6, 7, 7, 8), ('replace', 10, 14, 11, 15), ('replace', 24, 25, 25, 26), ('replace', 29, 30, 30, 31), ('replace', 43, 44, 44, 46)]","[(('re', 'neutral'), 1), (('es', 'neutral'), 1), (('st', 'neutral'), 1), (('ca', 'english-dominant'), 1), (('as', 'neutral'), 1), (('we', 'neutral'), 1), (('er', 'neutral'), 1), (('en', 'german-dominant'), 1)]"
"Mesterday. Jlis sereAaryf, Auericon-barn","yesterday . His secretary , American-born","[('replace', 0, 1, 0, 1), ('insert', 9, 9, 9, 10), ('replace', 11, 13, 12, 13), ('insert', 18, 18, 18, 19), ('replace', 20, 21, 21, 22), ('replace', 24, 25, 25, 26), ('replace', 28, 29, 29, 30), ('replace', 33, 34, 34, 35), ('replace', 37, 38, 38, 39)]","[(('ye', 'english-dominant'), 1), (('ec', 'english-dominant'), 1), (('re', 'neutral'), 1), (('et', 'neutral'), 1), (('ry', 'english-dominant'), 1), (('ic', 'neutral'), 1), (('ca', 'english-dominant'), 1), (('bo', 'english-dominant'), 1)]"
"witte Outd kemity, bwilding up toi","with brutal honesty , building up to a","[('replace', 3, 5, 3, 4), ('replace', 6, 7, 5, 7), ('replace', 9, 10, 9, 11), ('replace', 11, 12, 12, 15), ('replace', 13, 15, 16, 17), ('insert', 17, 17, 19, 20), ('replace', 20, 21, 23, 24), ('replace', 33, 34, 36, 38)]","[(('th', 'english-dominant'), 1), (('br', 'neutral'), 1), (('ru', 'german-dominant'), 1), (('ta', 'neutral'), 1), (('al', 'neutral'), 1), (('ho', 'english-dominant'), 1), (('on', 'neutral'), 1), (('ne', 'neutral'), 1), (('st', 'neutral'), 1)]"
We were woden up mice abent dann Iny a soft,We were woken up twice about dawn by a soft,"[('replace', 10, 11, 10, 11), ('replace', 17, 18, 17, 19), ('replace', 24, 26, 25, 27), ('replace', 30, 31, 31, 32), ('replace', 33, 35, 34, 35)]","[(('ok', 'neutral'), 1), (('ke', 'neutral'), 1), (('tw', 'neutral'), 1), (('ab', 'neutral'), 1), (('bo', 'english-dominant'), 1), (('ou', 'english-dominant'), 1), (('da', 'neutral'), 1), (('aw', 'english-dominant'), 1), (('by', 'english-dominant'), 1)]"
"resource. Vesuvius seems to be tired,he",resource . Vesuvius seems to be tired ; he,"[('insert', 8, 8, 8, 9), ('replace', 36, 37, 37, 40)]","[(('ed', 'neutral'), 1)]"
George Anson Psyron had seen enoogh t,George Anson Byron had seen enough of,"[('replace', 13, 15, 13, 14), ('replace', 32, 33, 31, 32), ('replace', 36, 37, 35, 37)]","[(('yr', 'english-dominant'), 1), (('ug', 'neutral'), 1), (('gh', 'english-dominant'), 1), (('of', 'english-dominant'), 1)]"
"nio ahn rife, but Geofrey ver well, to a rhonge güe","his own life , but Geoffrey's as well , to a strange girl","[('replace', 0, 1, 0, 1), ('insert', 2, 2, 2, 4), ('replace', 3, 6, 5, 6), ('replace', 8, 9, 8, 9), ('insert', 12, 12, 12, 13), ('insert', 22, 22, 23, 24), ('insert', 25, 25, 27, 29), ('replace', 26, 29, 30, 32), ('insert', 34, 34, 37, 38), ('insert', 41, 41, 45, 47), ('replace', 42, 44, 48, 49), ('replace', 49, 51, 54, 57)]","[(('hi', 'english-dominant'), 1), (('is', 'neutral'), 1), (('ow', 'english-dominant'), 1), (('wn', 'english-dominant'), 1), (('li', 'neutral'), 1), (('of', 'english-dominant'), 1), (('re', 'neutral'), 1), (('ey', 'english-dominant'), 1), (('we', 'neutral'), 1), (('to', 'english-dominant'), 1), (('an', 'neutral'), 1), (('ng', 'neutral'), 1), (('ge', 'german-dominant'), 1)]"
Hlitler in Aen Ahites. ht von Ir. Merwerd uhs,Hitler in the thirties . It was Dr. Verwoerd who,"[('delete', 1, 2, 1, 1), ('replace', 11, 12, 10, 12), ('delete', 13, 14, 13, 13), ('replace', 15, 16, 14, 15), ('insert', 18, 18, 17, 18), ('insert', 19, 19, 19, 20), ('insert', 21, 21, 22, 23), ('replace', 23, 24, 25, 26), ('replace', 26, 29, 28, 31), ('replace', 30, 31, 32, 33), ('replace', 34, 35, 36, 37), ('insert', 38, 38, 40, 41), ('replace', 42, 43, 45, 46), ('replace', 44, 45, 47, 48)]","[(('it', 'neutral'), 1), (('th', 'english-dominant'), 2), (('he', 'neutral'), 1), (('hi', 'english-dominant'), 1), (('rt', 'neutral'), 1), (('ti', 'neutral'), 1), (('es', 'neutral'), 1), (('wa', 'neutral'), 1), (('as', 'neutral'), 1), (('er', 'neutral'), 2), (('rd', 'neutral'), 1)]"
den hlose zw ho ame me re.,for those who are retired .,"[('replace', 0, 3, 0, 3), ('insert', 4, 4, 4, 5), ('delete', 5, 6, 6, 6), ('delete', 10, 11, 10, 10), ('delete', 12, 13, 11, 11), ('replace', 17, 21, 15, 16), ('insert', 25, 25, 20, 26)]","[(('fo', 'english-dominant'), 1), (('or', 'neutral'), 1), (('th', 'english-dominant'), 1), (('ho', 'english-dominant'), 2), (('wh', 'english-dominant'), 1), (('re', 'neutral'), 1), (('et', 'neutral'), 1), (('ti', 'neutral'), 1)]"
His last objection wight have uad some weight in,This last objection might have had some weight in,"[('replace', 0, 1, 0, 2), ('replace', 19, 20, 20, 21), ('replace', 30, 31, 31, 32)]",[]
and Sufolk keaches.,and Suffolk beaches .,"[('insert', 7, 7, 7, 8), ('replace', 11, 12, 12, 13), ('insert', 18, 18, 19, 20)]","[(('ff', 'neutral'), 1), (('es', 'neutral'), 1)]"
witk tlie finger-wail of tlie gpposite Wcand.,with the finger-nail of the opposite hand .,"[('replace', 3, 4, 3, 4), ('replace', 6, 8, 6, 7), ('replace', 17, 18, 16, 17), ('replace', 26, 28, 25, 26), ('replace', 30, 31, 28, 29), ('replace', 39, 41, 37, 38), ('insert', 44, 44, 41, 42)]","[(('th', 'english-dominant'), 2), (('he', 'neutral'), 2), (('na', 'neutral'), 1), (('ai', 'english-dominant'), 1), (('pp', 'neutral'), 1), (('po', 'neutral'), 1), (('an', 'neutral'), 1), (('nd', 'neutral'), 1)]"
enlly ledaue. U god nigklaur 16 Ahe Oehrun,really believes . A good neighbour to those Africans,"[('insert', 0, 0, 0, 1), ('replace', 1, 2, 2, 3), ('insert', 6, 6, 7, 9), ('insert', 7, 7, 10, 11), ('replace', 8, 11, 12, 13), ('insert', 12, 12, 14, 16), ('replace', 14, 15, 18, 19), ('insert', 17, 17, 21, 22), ('insert', 21, 21, 26, 27), ('replace', 23, 26, 29, 32), ('replace', 29, 31, 35, 43), ('replace', 33, 39, 45, 46), ('replace', 40, 41, 47, 50), ('insert', 42, 42, 51, 52)]","[(('re', 'neutral'), 1), (('ea', 'english-dominant'), 1), (('be', 'neutral'), 1), (('el', 'neutral'), 1), (('li', 'neutral'), 1), (('ie', 'german-dominant'), 1), (('ev', 'neutral'), 1), (('es', 'neutral'), 1), (('go', 'english-dominant'), 1), (('od', 'neutral'), 1), (('ne', 'neutral'), 1), (('gh', 'english-dominant'), 1), (('hb', 'neutral'), 1), (('bo', 'english-dominant'), 1), (('ur', 'neutral'), 1), (('to', 'english-dominant'), 1), (('th', 'english-dominant'), 1), (('ho', 'english-dominant'), 1), (('os', 'neutral'), 1), (('se', 'neutral'), 1)]"
