prediction,ground_truth,diff_ops,error_ngrams
"r nzer, mleichk in afil Hmarll.","arrived , which is a great resource .","[('insert', 0, 0, 0, 1), ('insert', 1, 1, 2, 7), ('delete', 2, 6, 8, 8), ('replace', 8, 11, 10, 12), ('delete', 14, 15, 15, 15), ('replace', 17, 18, 17, 18), ('delete', 20, 23, 20, 20), ('replace', 24, 26, 21, 24), ('insert', 27, 27, 25, 27), ('replace', 28, 30, 28, 36)]","[(('arr', 'english-dominant'), 2), (('rri', 'english-dominant'), 1), (('riv', 'english-dominant'), 1), (('ive', 'neutral'), 1), (('ved', 'english-dominant'), 1), (('whi', 'english-dominant'), 1), (('ich', 'german-dominant'), 1), (('gre', 'neutral'), 1), (('rea', 'english-dominant'), 2), (('eat', 'english-dominant'), 1), (('res', 'neutral'), 1), (('eso', 'neutral'), 1), (('sou', 'english-dominant'), 1)]"
being a kaw unto themselves ind Opposing,being a law unto themselves and opposing,"[('replace', 8, 9, 8, 9), ('replace', 28, 29, 28, 29), ('replace', 32, 33, 32, 33)]","[(('law', 'english-dominant'), 1), (('and', 'neutral'), 1), (('opp', 'neutral'), 1)]"
og bü taukes will be to see Ahere in uo,of his tasks will be to see there is no,"[('replace', 1, 2, 1, 2), ('replace', 3, 5, 3, 6), ('replace', 8, 9, 9, 10), ('delete', 10, 11, 11, 11), ('replace', 28, 29, 28, 29), ('insert', 35, 35, 35, 37), ('delete', 36, 38, 38, 38)]","[(('his', 'english-dominant'), 1), (('tas', 'english-dominant'), 1), (('ask', 'english-dominant'), 2), (('sks', 'english-dominant'), 1), (('the', 'english-dominant'), 1)]"
"Sacts"" together and explains them, veereseuts the oral","facts "" together and explains them , represents the Oral","[('replace', 0, 1, 0, 1), ('insert', 5, 5, 5, 6), ('insert', 33, 33, 34, 35), ('replace', 35, 36, 37, 38), ('replace', 37, 38, 39, 40), ('replace', 42, 43, 44, 45), ('replace', 50, 51, 52, 53)]","[(('fac', 'neutral'), 1), (('hem', 'english-dominant'), 1), (('rep', 'english-dominant'), 1), (('res', 'neutral'), 1), (('ese', 'neutral'), 1), (('sen', 'german-dominant'), 1), (('the', 'english-dominant'), 1)]"
So it lets us nule it. Flor and lily-yo,So it lets us rule it . ' Flor and Lily-yo,"[('replace', 14, 15, 14, 15), ('insert', 21, 21, 21, 22), ('insert', 22, 22, 23, 25), ('replace', 32, 33, 35, 36)]","[(('rul', 'english-dominant'), 1), (('and', 'neutral'), 1)]"
"States. Adwertisemenits offer eggs f European,","States . Advertisements offer eggs of European ,","[('insert', 6, 6, 6, 7), ('replace', 10, 11, 11, 12), ('delete', 20, 21, 21, 21), ('insert', 35, 35, 35, 36), ('insert', 45, 45, 46, 47)]","[(('dve', 'german-dominant'), 1), (('men', 'neutral'), 1), (('ent', 'neutral'), 1), (('nts', 'neutral'), 1), (('ean', 'neutral'), 1)]"
"problems faced by older workers, and approached","problems faced by older workers , and approached","[('insert', 31, 31, 31, 32)]",[]
This conce xt of erlavery ine Inded Britain.,This concept of slavery included Britain .,"[('replace', 10, 12, 10, 11), ('replace', 17, 19, 16, 17), ('replace', 28, 32, 26, 29), ('insert', 43, 43, 40, 41)]","[(('cep', 'english-dominant'), 1), (('ept', 'neutral'), 1), (('sla', 'neutral'), 1), (('lav', 'english-dominant'), 1), (('ave', 'english-dominant'), 1), (('clu', 'english-dominant'), 1), (('lud', 'english-dominant'), 1), (('ude', 'german-dominant'), 1), (('ded', 'english-dominant'), 1)]"
and tuis geeling of queernens,and this feeling of queerness,"[('replace', 5, 6, 5, 6), ('replace', 9, 10, 9, 10), ('delete', 27, 28, 27, 27), ('insert', 29, 29, 28, 29)]","[(('thi', 'english-dominant'), 1), (('his', 'english-dominant'), 1), (('fee', 'english-dominant'), 1), (('nes', 'neutral'), 1), (('ess', 'neutral'), 1)]"
"Market Commissien, or unheneuer the Six deide","Market Commission , or wherever the Six decide","[('replace', 15, 16, 15, 16), ('insert', 17, 17, 17, 18), ('replace', 22, 24, 23, 24), ('replace', 26, 27, 26, 27), ('replace', 28, 29, 28, 29), ('insert', 42, 42, 42, 43)]","[(('sio', 'neutral'), 1), (('ion', 'neutral'), 1), (('whe', 'english-dominant'), 1), (('her', 'neutral'), 1), (('ere', 'neutral'), 1), (('rev', 'english-dominant'), 2), (('eve', 'english-dominant'), 1), (('ver', 'neutral'), 1), (('dec', 'neutral'), 1), (('eci', 'english-dominant'), 1)]"
 Phodesia and Nyasaland (ro.30q.m.).,of Rhodesia and Nyasaland ( 10.30 p.m. ) .,"[('insert', 0, 0, 0, 2), ('replace', 1, 2, 3, 4), ('replace', 25, 27, 27, 30), ('replace', 30, 31, 33, 35), ('insert', 34, 34, 38, 39), ('insert', 35, 35, 40, 41)]",[]
part. Ihe zuid of the caut wese well chosen.,"part . The rest of the cast were well chosen ,","[('insert', 4, 4, 4, 5), ('replace', 6, 7, 7, 8), ('replace', 10, 14, 11, 15), ('replace', 24, 25, 25, 26), ('replace', 29, 30, 30, 31), ('replace', 43, 44, 44, 46)]","[(('res', 'neutral'), 1), (('est', 'neutral'), 1), (('cas', 'neutral'), 1), (('ast', 'english-dominant'), 1), (('wer', 'neutral'), 1), (('ere', 'neutral'), 1), (('sen', 'german-dominant'), 1)]"
"Mesterday. Jlis sereAaryf, Auericon-barn","yesterday . His secretary , American-born","[('replace', 0, 1, 0, 1), ('insert', 9, 9, 9, 10), ('replace', 11, 13, 12, 13), ('insert', 18, 18, 18, 19), ('replace', 20, 21, 21, 22), ('replace', 24, 25, 25, 26), ('replace', 28, 29, 29, 30), ('replace', 33, 34, 34, 35), ('replace', 37, 38, 38, 39)]","[(('yes', 'english-dominant'), 1), (('sec', 'neutral'), 1), (('ecr', 'english-dominant'), 1), (('cre', 'english-dominant'), 1), (('ret', 'english-dominant'), 1), (('eta', 'neutral'), 1), (('ary', 'english-dominant'), 1), (('ric', 'neutral'), 1), (('ica', 'english-dominant'), 1), (('can', 'english-dominant'), 1), (('bor', 'neutral'), 1)]"
"witte Outd kemity, bwilding up toi","with brutal honesty , building up to a","[('replace', 3, 5, 3, 4), ('replace', 6, 7, 5, 7), ('replace', 9, 10, 9, 11), ('replace', 11, 12, 12, 15), ('replace', 13, 15, 16, 17), ('insert', 17, 17, 19, 20), ('replace', 20, 21, 23, 24), ('replace', 33, 34, 36, 38)]","[(('ith', 'english-dominant'), 1), (('bru', 'neutral'), 1), (('rut', 'neutral'), 1), (('uta', 'english-dominant'), 1), (('tal', 'neutral'), 1), (('hon', 'neutral'), 1), (('one', 'neutral'), 1), (('nes', 'neutral'), 1), (('est', 'neutral'), 1), (('sty', 'english-dominant'), 1)]"
We were woden up mice abent dann Iny a soft,We were woken up twice about dawn by a soft,"[('replace', 10, 11, 10, 11), ('replace', 17, 18, 17, 19), ('replace', 24, 26, 25, 27), ('replace', 30, 31, 31, 32), ('replace', 33, 35, 34, 35)]","[(('wok', 'english-dominant'), 1), (('oke', 'english-dominant'), 1), (('ken', 'neutral'), 1), (('twi', 'neutral'), 1), (('abo', 'english-dominant'), 1), (('bou', 'english-dominant'), 1), (('out', 'english-dominant'), 1), (('daw', 'english-dominant'), 1), (('awn', 'english-dominant'), 1)]"
"resource. Vesuvius seems to be tired,he",resource . Vesuvius seems to be tired ; he,"[('insert', 8, 8, 8, 9), ('replace', 36, 37, 37, 40)]","[(('red', 'english-dominant'), 1)]"
George Anson Psyron had seen enoogh t,George Anson Byron had seen enough of,"[('replace', 13, 15, 13, 14), ('replace', 32, 33, 31, 32), ('replace', 36, 37, 35, 37)]","[(('yro', 'english-dominant'), 1), (('oug', 'english-dominant'), 1), (('ugh', 'english-dominant'), 1)]"
"nio ahn rife, but Geofrey ver well, to a rhonge güe","his own life , but Geoffrey's as well , to a strange girl","[('replace', 0, 1, 0, 1), ('insert', 2, 2, 2, 4), ('replace', 3, 6, 5, 6), ('replace', 8, 9, 8, 9), ('insert', 12, 12, 12, 13), ('insert', 22, 22, 23, 24), ('insert', 25, 25, 27, 29), ('replace', 26, 29, 30, 32), ('insert', 34, 34, 37, 38), ('insert', 41, 41, 45, 47), ('replace', 42, 44, 48, 49), ('replace', 49, 51, 54, 57)]","[(('his', 'english-dominant'), 2), (('own', 'english-dominant'), 1), (('lif', 'english-dominant'), 1), (('eof', 'english-dominant'), 1), (('off', 'neutral'), 1), (('fre', 'neutral'), 1), (('rey', 'english-dominant'), 2), (('wel', 'neutral'), 1), (('ran', 'neutral'), 1), (('ang', 'neutral'), 1), (('nge', 'german-dominant'), 1)]"
Hlitler in Aen Ahites. ht von Ir. Merwerd uhs,Hitler in the thirties . It was Dr. Verwoerd who,"[('delete', 1, 2, 1, 1), ('replace', 11, 12, 10, 12), ('delete', 13, 14, 13, 13), ('replace', 15, 16, 14, 15), ('insert', 18, 18, 17, 18), ('insert', 19, 19, 19, 20), ('insert', 21, 21, 22, 23), ('replace', 23, 24, 25, 26), ('replace', 26, 29, 28, 31), ('replace', 30, 31, 32, 33), ('replace', 34, 35, 36, 37), ('insert', 38, 38, 40, 41), ('replace', 42, 43, 45, 46), ('replace', 44, 45, 47, 48)]","[(('itl', 'neutral'), 1), (('the', 'english-dominant'), 1), (('thi', 'english-dominant'), 1), (('hir', 'neutral'), 1), (('irt', 'neutral'), 1), (('rti', 'neutral'), 2), (('tie', 'neutral'), 1), (('ies', 'neutral'), 1), (('was', 'english-dominant'), 2), (('erw', 'neutral'), 1), (('oer', 'neutral'), 1), (('erd', 'german-dominant'), 1)]"
den hlose zw ho ame me re.,for those who are retired .,"[('replace', 0, 3, 0, 3), ('insert', 4, 4, 4, 5), ('delete', 5, 6, 6, 6), ('delete', 10, 11, 10, 10), ('delete', 12, 13, 11, 11), ('replace', 17, 21, 15, 16), ('insert', 25, 25, 20, 26)]","[(('for', 'english-dominant'), 1), (('tho', 'english-dominant'), 1), (('hos', 'english-dominant'), 1), (('who', 'english-dominant'), 2), (('ret', 'english-dominant'), 1), (('eti', 'neutral'), 1), (('tir', 'english-dominant'), 1)]"
His last objection wight have uad some weight in,This last objection might have had some weight in,"[('replace', 0, 1, 0, 2), ('replace', 19, 20, 20, 21), ('replace', 30, 31, 31, 32)]",[]
and Sufolk keaches.,and Suffolk beaches .,"[('insert', 7, 7, 7, 8), ('replace', 11, 12, 12, 13), ('insert', 18, 18, 19, 20)]","[(('uff', 'neutral'), 1), (('ffo', 'english-dominant'), 1), (('hes', 'english-dominant'), 1)]"
witk tlie finger-wail of tlie gpposite Wcand.,with the finger-nail of the opposite hand .,"[('replace', 3, 4, 3, 4), ('replace', 6, 8, 6, 7), ('replace', 17, 18, 16, 17), ('replace', 26, 28, 25, 26), ('replace', 30, 31, 28, 29), ('replace', 39, 41, 37, 38), ('insert', 44, 44, 41, 42)]","[(('ith', 'english-dominant'), 1), (('the', 'english-dominant'), 2), (('nai', 'neutral'), 1), (('ail', 'english-dominant'), 1), (('opp', 'neutral'), 1), (('ppo', 'english-dominant'), 1), (('pos', 'neutral'), 1), (('han', 'neutral'), 1), (('and', 'neutral'), 1)]"
enlly ledaue. U god nigklaur 16 Ahe Oehrun,really believes . A good neighbour to those Africans,"[('insert', 0, 0, 0, 1), ('replace', 1, 2, 2, 3), ('insert', 6, 6, 7, 9), ('insert', 7, 7, 10, 11), ('replace', 8, 11, 12, 13), ('insert', 12, 12, 14, 16), ('replace', 14, 15, 18, 19), ('insert', 17, 17, 21, 22), ('insert', 21, 21, 26, 27), ('replace', 23, 26, 29, 32), ('replace', 29, 31, 35, 43), ('replace', 33, 39, 45, 46), ('replace', 40, 41, 47, 50), ('insert', 42, 42, 51, 52)]","[(('rea', 'english-dominant'), 1), (('eal', 'neutral'), 1), (('bel', 'neutral'), 1), (('eli', 'neutral'), 1), (('lie', 'neutral'), 1), (('iev', 'neutral'), 2), (('eve', 'english-dominant'), 1), (('ves', 'english-dominant'), 1), (('goo', 'english-dominant'), 1), (('ood', 'english-dominant'), 1), (('nei', 'german-dominant'), 1), (('igh', 'english-dominant'), 1), (('ghb', 'english-dominant'), 1), (('hbo', 'english-dominant'), 1), (('bou', 'english-dominant'), 1), (('our', 'english-dominant'), 1), (('tho', 'english-dominant'), 2), (('hos', 'english-dominant'), 1), (('ose', 'english-dominant'), 2)]"
duny and nressure losses. The pronerties of,duty and pressure losses . The properties of,"[('replace', 2, 3, 2, 3), ('replace', 9, 10, 9, 10), ('insert', 24, 24, 24, 25), ('replace', 33, 34, 34, 35)]","[(('dut', 'english-dominant'), 1), (('uty', 'english-dominant'), 1), (('pre', 'english-dominant'), 1), (('pro', 'neutral'), 1), (('rop', 'neutral'), 1), (('ope', 'english-dominant'), 1)]"
tongh over Mant Germung n unh offer 1o,tough over West Germany's cash offer to,"[('replace', 2, 3, 2, 3), ('replace', 11, 14, 11, 14), ('replace', 20, 21, 20, 21), ('replace', 22, 23, 22, 25), ('replace', 24, 28, 26, 29), ('replace', 36, 37, 37, 38)]","[(('tou', 'english-dominant'), 1), (('oug', 'english-dominant'), 1), (('ugh', 'english-dominant'), 1), (('est', 'neutral'), 1), (('rma', 'neutral'), 1), (('man', 'neutral'), 1), (('any', 'english-dominant'), 2), (('cas', 'neutral'), 1), (('ash', 'english-dominant'), 1)]"
"und + 2.3 to - 2.6 pon aut im 1957. As will Ile prie of enengy inden,","and +2.8 to -2.6 per cent in 1957 . As with the price of energy index ,","[('replace', 0, 1, 0, 1), ('delete', 5, 6, 5, 5), ('replace', 8, 9, 7, 8), ('delete', 14, 15, 13, 13), ('replace', 20, 21, 18, 23), ('delete', 22, 25, 24, 24), ('replace', 28, 29, 27, 28), ('insert', 34, 34, 33, 34), ('replace', 41, 43, 41, 43), ('replace', 44, 46, 44, 46), ('insert', 51, 51, 51, 52), ('replace', 59, 60, 60, 61), ('replace', 67, 68, 68, 70)]","[(('and', 'neutral'), 1), (('cen', 'english-dominant'), 1), (('ent', 'neutral'), 1), (('wit', 'english-dominant'), 1), (('ith', 'english-dominant'), 1), (('the', 'english-dominant'), 1), (('ric', 'neutral'), 1), (('ice', 'english-dominant'), 1), (('ene', 'neutral'), 1), (('ner', 'german-dominant'), 1), (('erg', 'german-dominant'), 1), (('nde', 'german-dominant'), 1), (('dex', 'neutral'), 1)]"
smooth coutinvows nassages for the same thermal,smooth continuous passages for the same thermal,"[('replace', 9, 10, 9, 10), ('replace', 13, 14, 13, 14), ('replace', 15, 16, 15, 16), ('replace', 18, 19, 18, 19)]","[(('con', 'english-dominant'), 1), (('ont', 'english-dominant'), 1), (('nti', 'neutral'), 1), (('inu', 'neutral'), 1), (('nuo', 'english-dominant'), 1), (('uou', 'english-dominant'), 2), (('ous', 'english-dominant'), 1), (('pas', 'neutral'), 1)]"
amived tuo koum earlier by opposatweit,arrived two hours earlier by appointment,"[('replace', 1, 2, 1, 3), ('replace', 8, 9, 9, 10), ('replace', 11, 12, 12, 13), ('replace', 14, 15, 15, 17), ('replace', 27, 28, 29, 30), ('replace', 31, 33, 33, 35), ('replace', 34, 35, 36, 37), ('replace', 36, 37, 38, 39)]","[(('arr', 'english-dominant'), 1), (('rri', 'english-dominant'), 1), (('two', 'english-dominant'), 1), (('hou', 'english-dominant'), 1), (('our', 'english-dominant'), 1), (('urs', 'neutral'), 1), (('app', 'english-dominant'), 1), (('ppo', 'english-dominant'), 1), (('poi', 'english-dominant'), 1), (('oin', 'english-dominant'), 2), (('int', 'neutral'), 1), (('ntm', 'neutral'), 2), (('tme', 'neutral'), 1), (('men', 'neutral'), 1)]"
can fon Rim so Aat ohe can gel oul to do hen shopping.,I can for him so that she can get out to do her shopping .,"[('insert', 0, 0, 0, 2), ('replace', 6, 7, 8, 9), ('replace', 8, 9, 10, 11), ('replace', 15, 16, 17, 19), ('replace', 19, 20, 22, 23), ('replace', 29, 30, 32, 33), ('replace', 33, 34, 36, 37), ('replace', 43, 44, 46, 47), ('insert', 53, 53, 56, 57)]","[(('for', 'english-dominant'), 2), (('tha', 'english-dominant'), 1), (('hat', 'english-dominant'), 1), (('ppi', 'neutral'), 1), (('pin', 'english-dominant'), 1)]"
ne of its most dassic features to the Turkeish reule under,one of its most classic features to the Turkish rule under,"[('insert', 0, 0, 0, 1), ('replace', 15, 16, 16, 18), ('delete', 42, 43, 44, 44), ('delete', 48, 49, 49, 49)]","[(('urk', 'neutral'), 1), (('rki', 'neutral'), 1), (('rul', 'english-dominant'), 1)]"
strontium sulphate from hot solution. Chemical exchange,strontium sulphate from hot solution . Chemical exchange,"[('insert', 36, 36, 36, 37)]",[]
frools wndd stiel be fee m fomilies,foods would still be free in families,"[('delete', 1, 2, 1, 1), ('replace', 4, 5, 3, 4), ('replace', 8, 10, 7, 10), ('replace', 15, 16, 15, 16), ('insert', 22, 22, 22, 23), ('replace', 25, 26, 26, 28), ('replace', 28, 29, 30, 31)]","[(('foo', 'english-dominant'), 1), (('ood', 'english-dominant'), 1), (('ods', 'english-dominant'), 1), (('wou', 'english-dominant'), 1), (('oul', 'english-dominant'), 1), (('uld', 'english-dominant'), 1), (('til', 'english-dominant'), 1), (('ill', 'english-dominant'), 1), (('fre', 'neutral'), 1)]"
"man of the road Wis hredon of deeision, and","man of the road his freedom of decision , and","[('replace', 16, 17, 16, 17), ('replace', 20, 21, 20, 21), ('insert', 22, 22, 22, 23), ('replace', 25, 26, 26, 27), ('replace', 32, 33, 33, 34), ('insert', 38, 38, 39, 40)]","[(('his', 'english-dominant'), 1), (('fre', 'neutral'), 2), (('ree', 'english-dominant'), 1), (('edo', 'english-dominant'), 1), (('dom', 'neutral'), 1), (('dec', 'neutral'), 1), (('eci', 'english-dominant'), 1), (('ion', 'neutral'), 1)]"
Hery Mansell the elimination ofa,Henry Mansell the elimination of a,"[('insert', 2, 2, 2, 3), ('insert', 31, 31, 32, 33)]","[(('enr', 'german-dominant'), 1)]"
rging to shale- ofA the last traus ot hypuolie atte-efects.,trying to shake-off the last traces of hypnotic after-effects .,"[('insert', 0, 0, 0, 1), ('replace', 1, 2, 2, 3), ('replace', 12, 13, 13, 14), ('delete', 15, 16, 16, 16), ('replace', 18, 19, 18, 19), ('replace', 32, 33, 32, 34), ('replace', 36, 37, 37, 38), ('replace', 41, 42, 42, 43), ('replace', 43, 44, 44, 45), ('replace', 45, 46, 46, 47), ('replace', 48, 49, 49, 50), ('insert', 51, 51, 52, 53), ('insert', 53, 53, 55, 56), ('insert', 58, 58, 61, 62)]","[(('try', 'english-dominant'), 1), (('ryi', 'english-dominant'), 1), (('sha', 'english-dominant'), 1), (('hak', 'neutral'), 1), (('ake', 'english-dominant'), 1), (('off', 'neutral'), 1), (('rac', 'neutral'), 1), (('ace', 'english-dominant'), 1), (('ces', 'english-dominant'), 1), (('hyp', 'neutral'), 1), (('ypn', 'english-dominant'), 1), (('pno', 'english-dominant'), 2), (('not', 'english-dominant'), 1), (('oti', 'neutral'), 2), (('tic', 'english-dominant'), 1), (('aft', 'german-dominant'), 1), (('fte', 'neutral'), 1), (('ter', 'neutral'), 1), (('fec', 'english-dominant'), 1), (('ect', 'english-dominant'), 1)]"
it out with Plers when a reansonable,it out with Piers when a reasonable,"[('replace', 13, 14, 13, 14), ('delete', 28, 29, 28, 28)]","[(('ier', 'german-dominant'), 1), (('eas', 'english-dominant'), 1), (('aso', 'english-dominant'), 1), (('son', 'neutral'), 1)]"
courrekeusive Legistation is obriousey preferable. Tue stould uct,"Comprehensive legislation is obviously preferable . They should not ,","[('replace', 0, 1, 0, 1), ('replace', 2, 4, 2, 4), ('replace', 6, 7, 6, 7), ('replace', 8, 9, 8, 9), ('replace', 14, 15, 14, 15), ('replace', 19, 20, 19, 20), ('replace', 31, 32, 31, 32), ('replace', 36, 37, 36, 37), ('insert', 49, 49, 49, 50), ('replace', 52, 53, 53, 54), ('insert', 54, 54, 55, 56), ('replace', 56, 57, 58, 59), ('replace', 62, 64, 64, 66), ('insert', 65, 65, 67, 69)]","[(('omp', 'neutral'), 1), (('mpr', 'neutral'), 1), (('pre', 'english-dominant'), 1), (('reh', 'english-dominant'), 1), (('ehe', 'neutral'), 1), (('hen', 'neutral'), 2), (('ens', 'german-dominant'), 1), (('nsi', 'neutral'), 1), (('leg', 'neutral'), 1), (('isl', 'english-dominant'), 1), (('sla', 'neutral'), 1), (('lat', 'neutral'), 1), (('obv', 'english-dominant'), 1), (('bvi', 'english-dominant'), 1), (('vio', 'english-dominant'), 1), (('usl', 'neutral'), 1), (('sly', 'neutral'), 1), (('hey', 'english-dominant'), 1), (('uld', 'english-dominant'), 1), (('not', 'english-dominant'), 1)]"
for He Vatelr Hom halt a handudweight o,for the labels from half a hundredweight of,"[('replace', 4, 5, 4, 6), ('replace', 7, 8, 8, 9), ('replace', 9, 10, 10, 11), ('insert', 12, 12, 13, 16), ('delete', 13, 15, 17, 17), ('replace', 21, 22, 23, 24), ('replace', 26, 27, 28, 29), ('replace', 29, 30, 31, 33), ('insert', 39, 39, 42, 43)]","[(('the', 'english-dominant'), 1), (('lab', 'english-dominant'), 1), (('abe', 'german-dominant'), 1), (('bel', 'neutral'), 1), (('els', 'neutral'), 2), (('hal', 'neutral'), 1), (('alf', 'english-dominant'), 1), (('hun', 'german-dominant'), 1), (('und', 'german-dominant'), 1), (('ndr', 'neutral'), 1), (('ght', 'english-dominant'), 1)]"
hne yon erjoging sourselt. Oumpia? ohe,"' Are you enjoying yourself , Olimpia ? ' she","[('replace', 0, 2, 0, 4), ('replace', 6, 7, 8, 9), ('replace', 9, 10, 11, 12), ('replace', 12, 13, 14, 15), ('replace', 17, 18, 19, 20), ('replace', 24, 26, 26, 29), ('replace', 28, 29, 31, 33), ('insert', 33, 33, 37, 38), ('replace', 35, 36, 40, 43)]","[(('you', 'english-dominant'), 1), (('enj', 'neutral'), 1), (('njo', 'english-dominant'), 1), (('joy', 'english-dominant'), 1), (('ing', 'english-dominant'), 1), (('rse', 'neutral'), 1), (('sel', 'neutral'), 1), (('elf', 'neutral'), 1), (('lim', 'neutral'), 1), (('imp', 'neutral'), 1), (('mpi', 'neutral'), 1), (('pia', 'english-dominant'), 1)]"
